mol_chembl_id,molregno,standard_type,standard_relation,standard_value,standard_units,canonical_smiles,tgt_chembl_id,tgt_name,assay_chembl_id,assay_desc
CHEMBL24110,32360,Ki,=,2.2,nM,CCCN(CCC)[C@H]1CN2C(=O)NCc3cccc(C1)c23,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615459,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus
CHEMBL3950977,2160348,Ki,=,2.2,nM,O=C(N[C@@H]1CC[C@H](CCN2CCN(CC2)c3nsc4ccccc34)CC1)c5occc5,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3872757,Displacement of [3H]8-OH-DPAT from recombinant human 5-HT1A receptor expressed in HEK293 cell membranes after 60 mins by scintillation counting method
CHEMBL93240,154798,Ki,=,2.2,nM,CSc1ccc2Sc3ccccc3CC(N4CCN(C)CC4)c2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615805,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor
CHEMBL3901382,2110753,Ki,=,2.239,nM,COc1ccccc1OCCNCC2CSC3(CCCCC3)O2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3878029,Displacement of [3H]8-OH-DPAT from recombinant human 5-HT1A receptor expressed in HeLa cell membranes after 30 mins by TopCount liquid scintillation counting method
CHEMBL2029926,1341975,Ki,=,2.26,nM,O=C(Cc1ccncc1)Nc2cccc(CCN3CCN(CC3)c4ccccc4)c2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL2032827,Displacement of [3H]8OH-DPAT from human 5HT1A receptor expressed in CHO -K1 cell membrane after 60 mins by liquid scintillation counting
CHEMBL3894524,2103895,Ki,=,2.27,nM,COc1ccc(Cl)c(CC2CCN(CCc3ccccc3)CC2)c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3871864,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in CHOK1 cells after 30 mins by liquid scintillation counting analysis
CHEMBL111713,181587,Ki,=,2.3,nM,OC(COc1ccc(F)c2CCC(=O)c12)CN3CCC4(CC3)OCc5c4ccc6ccccc56,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616120,Displacement of specific [3H]- 5-HT binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells
CHEMBL19215,21938,Ki,=,2.3,nM,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL2395080,Displacement of [3H]8-OH-DPAT from human recombinant 5HT1A receptor expressed in CHOK1 cells after 60 mins
CHEMBL209262,353736,Ki,=,2.3,nM,CCN(CCCc1c[nH]c2ccc(F)cc12)C3COc4cccc(OC)c4C3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL864775,Displacement of [3H]-8-OH-DPAT from human 5HT1A receptor expressed in CHO cells
CHEMBL3900752,2110123,Ki,=,2.3,nM,CC(C)N(C(C)C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nsc4ccccc34)CC1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3872757,Displacement of [3H]8-OH-DPAT from recombinant human 5-HT1A receptor expressed in HEK293 cell membranes after 60 mins by scintillation counting method
CHEMBL427051,353530,Ki,=,2.3,nM,NC(=O)c1ccc(F)c2OCC(Cc12)N(CCCc3c[nH]c4ccc(F)cc34)CC5CC5,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL864775,Displacement of [3H]-8-OH-DPAT from human 5HT1A receptor expressed in CHO cells
CHEMBL488812,449086,IC50,=,2.3,nM,FC(F)(F)c1nc2c(cccc2[nH]1)N3CCN(CCCOc4cccc5NC(=S)Nc45)CC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL963641,Binding affinity to human 5HT1A receptor
CHEMBL1221498,687925,Ki,=,2.32,nM,COc1ccccc1N2CCN(CCNC(=O)c3ccc4ccccc4c3)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1227760,Displacement of [3H]8OH-DPAT from human 5HT1A receptor after 60 mins
CHEMBL57859,88321,Ki,=,2.33,nM,COc1ccccc1N2CCN(CCN3CCC4(CCCC4)CC3=O)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615772,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand
CHEMBL76747,125725,Ki,=,2.33,nM,COc1cccc2sc(cc12)[C@@H]3CCN(C[C@H](O)COc4cccc5[nH]ccc45)[C@@H](C)C3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL835002,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors."
CHEMBL1257264,706262,Ki,=,2.34,nM,Clc1cc2CNC(=O)c2cc1OCCCCN3CCN(CC3)c4cccc5ccccc45,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1260561,Binding affinity to human 5HT1A receptor expressed in HeLa cells by scintillation proximity assay
CHEMBL11577,9940,Ki,=,2.4,nM,CCCN(CCC)C1CN2C(=O)CCc3cccc(C1)c23,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615445,Ability to displace [3H]-DPAT from 5-hydroxytryptamine 1A receptor in homogenates of bovine hippocampus.
CHEMBL1271151,710401,Ki,=,2.4,nM,COc1cccc(CCN2CCN(CC2)c3ccccc3OC)c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1273712,Displacement of [3H]8-OH-DPAT from human cloned 5HT1A receptor expressed in HEK293 cells
CHEMBL1688991,1077227,Ki,=,2.4,nM,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(CCF)cc3)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3374192,Displacement of of [3H]8-OH-DPAT from human 5HT1A receptor after 60 mins by filtration binding assay
CHEMBL1784939,1151621,Ki,=,2.4,nM,CN(C)S(=O)(=O)c1ccc2cccc(N3CCN(CCCCN4C(=O)C5CCCN5C4=O)CC3)c2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1786288,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in EBNA gene-positive HEK293 cells after 120 mins
CHEMBL284820,36360,IC50,=,2.4,nM,CCCN(CCC)C1CCc2ccccc2C1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL884524,In vitro inhibition of [125I]IPAPP (2.5 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus
CHEMBL33150,45733,Ki,=,2.4,nM,O=C1C2CCCN2C(=O)N1CCCCN3CCN(CC3)c4cccc5ccccc45,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1786288,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in EBNA gene-positive HEK293 cells after 120 mins
CHEMBL1182155,656105,Ki,=,2.455,nM,COc1cccc(OC)c1OCCNC[C@H]2COc3ccccc3O2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL2321535,Displacement of [3H]8-OH-DPAT from human recombinant 5HT1A receptor expressed in HeLa cell membranes after 30 mins
CHEMBL3741808,2053985,Ki,=,2.455,nM,COc1cccc(OC)c1OCCNC[C@H]2COc3ccccc3O2.OC(=O)C(=O)O,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3744508,Displacement of [3H]8-OH-DPAT from human recombinant 5-HT1A receptor expressed in HeLa cell membrane after 30 mins by liquid scintillation counting
CHEMBL80641,126573,Ki,=,2.47,nM,COc1ccccc1N2CCN(CCNC3=C(C(=O)C)C(=NN(C)C3=O)c4ccccc4)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615777,Binding affinity towards human cloned 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand
CHEMBL2164349,1427775,Ki,=,2.48,nM,COc1ccccc1N2CCN(CCN(C(=O)c3cnc4ccccc4n3)c5ccccn5)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL2167566,Displacement of [3H]8-OH-DPAT from human cloned 5-HT1A receptor expressed in CHO cells after 60 mins by liquid scintillation counting
CHEMBL1277558,713536,EC50,=,2.5,nM,CC(=O)N1CCc2c(C1)sc3N=C(SCCCN4CCN(CC4)c5ccc6ccccc6n5)N(N)C(=O)c23,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1286081,Agonist activity at human cloned 5HT1A receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding after 30 mins by liquid scintillation counting
CHEMBL196862,333395,Ki,=,2.5,nM,CN1CCc2c(C1)sc3N=CN(CCN4CCN(CC4)c5ccccc5C#N)C(=O)c23,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL859776,Displacement of [35S]GTP-gamma-S from human recombinant 5HT1A receptor
CHEMBL196914,333667,Ki,=,2.5,nM,COc1c(Cl)cccc1N2CCN(CCN3C=Nc4sc5CN(C)CCc5c4C3=O)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL859776,Displacement of [35S]GTP-gamma-S from human recombinant 5HT1A receptor
CHEMBL197338,333668,Ki,=,2.5,nM,COc1cc(Cl)c(Cl)cc1N2CCN(CCN3C=Nc4sc5CN(C)CCc5c4C3=O)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL859776,Displacement of [35S]GTP-gamma-S from human recombinant 5HT1A receptor
CHEMBL340301,208069,Ki,=,2.5,nM,C(CNCCOc1cccc2[nH]ccc12)Cc3c[nH]c4ccccc34,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615753,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand
CHEMBL3597635,1954590,Ki,=,2.5,nM,O=C(NCCCCN1CCN(CC1)c2cccc3ccccc23)c4cnc5ccccc5c4,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3599949,Displacement of [3H]-8-OH-DPAT from 5HT1A receptor (unknown origin)
CHEMBL3656920,1989784,Ki,=,2.5,nM,COCCOc1cc(CC2CCN(CCc3ccc4OC=C(O)C(=O)c4c3)CC2)ccc1Br,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3705936,"Receptor Binding Assay: The experiment was carried out according to the method of Yabuuchi et al. [Yabuuchi K. et al., Biogenic Amines, 18, 319-328 (2004)]. 50 ul of [3H] 8-OH-DPAT (final concentration: 0.5 nM), 1 ul of a test drug solution, and 149 ul of the h-5-HT1A/CHO membrane preparation (25 ug/well in terms of the amount of the protein) were added into a buffer containing 50 mM Tris-HCl (pH=7.4) and 4 mM CaCl2, and 200 ul in total of the reaction solution was used in the assay. The reaction solution was reacted at room temperature for 30 minutes and then immediately suction-filtered at a low pressure using a glass fiber filter paper. The glass fiber filter paper was washed twice with 250 ul of 50 mM Tris-HCl (pH=7.4) and then added to a counting vial containing 4 ml of ACS-II (manufactured by GE Healthcare (formerly Amersham Biosciences)). Receptor binding-derived radioactivity remaining on the filter paper was measured using a liquid scintillation counter."
CHEMBL371094,333440,Ki,=,2.5,nM,CN1CCc2c(C1)sc3N=CN(CCN4CCN(CC4)c5ccccc5OCC(C)(C)C)C(=O)c23,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL859776,Displacement of [35S]GTP-gamma-S from human recombinant 5HT1A receptor
CHEMBL1095256,625066,Ki,=,2.512,nM,Cc1ccc2cccc(N3CCN(CCC(O)c4csc5ccc(F)cc45)CC3)c2n1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1106423,Antagonist activity at 5HT1A
CHEMBL1254659,704125,Ki,=,2.512,nM,COc1cccc(OC)c1CCCNCCOc2ccccc2OCc3ccccc3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1251069,Displacement of [3H]8-OH-DPAT from human adrenergic 5HT1A expressed in human HeLa cells cells
CHEMBL1254915,704383,Ki,=,2.512,nM,COc1ccccc1OCCNCCOc2ccccc2OCc3ccccc3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1251069,Displacement of [3H]8-OH-DPAT from human adrenergic 5HT1A expressed in human HeLa cells cells
CHEMBL131495,217302,Ki,=,2.512,nM,Fc1ccc2[nH]cc(C3=CCN(CCCCN4C(=O)c5ccccc5C4=O)CC3)c2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL895620,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in CHO cells
CHEMBL1631537,1054191,Ki,=,2.512,nM,Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc(NC(=O)Nc5ccc(F)cc5)c4)CC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1635435,Displacement of [3H]WAY100635 from human recombinant 5-HT1A receptor expressed in CHO cells
CHEMBL1631543,1054197,Ki,=,2.512,nM,Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc(c4)N5CCCOC5=O)CC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1635435,Displacement of [3H]WAY100635 from human recombinant 5-HT1A receptor expressed in CHO cells
CHEMBL1632214,1055270,Ki,=,2.512,nM,COc1ccccc1C(=O)Nc2cccc(CCN3CCN(CC3)c4cccc5nc(C)ccc45)c2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1635435,Displacement of [3H]WAY100635 from human recombinant 5-HT1A receptor expressed in CHO cells
CHEMBL180445,303756,Ki,=,2.512,nM,O=C1COc2ccc(OC3CCN(CCOc4cccc5ccccc45)CC3)cc2N1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL839742,Mean negative logarithim of binding affinity was measured for the human 5-hydroxytryptamine 1A receptor; n>/=3
CHEMBL238519,409194,Ki,=,2.512,nM,Cc1ccc2c(OCCN3CCC(Cc4ccc5OCC(=O)Nc5c4F)CC3)cc(Cl)cc2n1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL885591,Displacement of [3H]WAY-100635 from human cloned 5HT1A receptor expressed in CHO cells
CHEMBL241503,409189,Ki,=,2.512,nM,Cc1ccc2c(OCCN3CCC(Cc4ccc5OCC(=O)Nc5c4F)CC3)cccc2n1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL885591,Displacement of [3H]WAY-100635 from human cloned 5HT1A receptor expressed in CHO cells
CHEMBL300555,93015,Kd,=,2.512,nM,O=C1NCN(c2ccccc2)C13CCN(CC4COc5ccccc5O4)CC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1061237,Binding affinity to 5HT1A receptor
CHEMBL391661,409197,Ki,=,2.512,nM,Cc1ccc2c(OCCN3CCC(Cc4cc5NC(=O)COc5cc4F)CC3)cc(Cl)cc2n1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL885591,Displacement of [3H]WAY-100635 from human cloned 5HT1A receptor expressed in CHO cells
CHEMBL443060,415513,Ki,=,2.512,nM,CCN1C(=O)COc2ccc(CN3CCN(CCOc4cccc5nc(C)ccc45)CC3)c(F)c12,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL923320,Displacement of [3H]WAY 100635 from human recombinant 5HT1A receptor expressed in CHO cells
CHEMBL485395,513996,Ki,=,2.512,nM,Cc1ccc2c(cccc2n1)N3CCN(CCCc4ccc5OCC(=O)Nc5c4)CC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL990611,Displacement of [3H]5HT from human cloned 5HT1A receptor expressed in CHO cells
CHEMBL485491,492943,Ki,=,2.512,nM,Cc1ccc2c(cc(F)cc2n1)N3CCN(CCc4ccc5OCC(=O)Nc5c4)CC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL938538,Displacement of [3H]WAY-100635 from human 5HT1A receptor expressed in CHO cells
CHEMBL495213,485852,Ki,=,2.512,nM,CC(C)S(=O)(=O)Nc1cccc(CC2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL954040,Displacement of [3H]WAY100635 from human recombinant 5HT1A receptor
CHEMBL497963,486945,Ki,=,2.512,nM,Cc1ccc2c(OCCN3CCC(Cc4cccc(NS(=O)(=O)C)c4)CC3)cccc2n1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1635435,Displacement of [3H]WAY100635 from human recombinant 5-HT1A receptor expressed in CHO cells
CHEMBL513955,496005,Ki,=,2.512,nM,C[C@@H]1CN(C[C@H](C)O1)c2cccc(CC3CCN(CCOc4cccc5nc(C)ccc45)CC3)c2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1035839,Displacement of [125I]WAY100635 from human 5HT1A receptor expressed in CHO cells
CHEMBL514429,496006,Ki,=,2.512,nM,CN1CCCN(CC1)c2cccc(CC3CCN(CCOc4cccc5nc(C)ccc45)CC3)c2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1035839,Displacement of [125I]WAY100635 from human 5HT1A receptor expressed in CHO cells
CHEMBL517170,495379,Ki,=,2.512,nM,C[C@@H]1CN(CCN1)c2cccc(CC3CCN(CCOc4cccc5nc(C)ccc45)CC3)c2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1035839,Displacement of [125I]WAY100635 from human 5HT1A receptor expressed in CHO cells
CHEMBL78874,127073,EC50,=,2.512,nM,CCC(=O)C1=C(NCCN2CCN(CC2)c3ccccc3OC)C(=O)N(C)N=C1c4ccccc4,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616045,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor"
CHEMBL261824,441843,Ki,=,2.6,nM,COc1ccc2nc(NCCCCCN3CCN(CC3)c4ccccc4OC)ccc2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL950989,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in HEK293 cells after 120 mins
CHEMBL1257616,706618,Ki,=,2.61,nM,Cc1c(OCCCCN2CCN(CC2)c3cccc4cccc(F)c34)ccc5CNC(=O)c15,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1260561,Binding affinity to human 5HT1A receptor expressed in HeLa cells by scintillation proximity assay
CHEMBL3264372,1749360,Ki,=,2.62,nM,Fc1cc(F)cc(c1)C2=CCN(CCNC(=O)c3cnc4ccccc4n3)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3269843,Displacement of [3H]-8-OH-OPAT from human recombinant 5HT1A receptor expressed in CHO cells after 60 mins by liquid scintillation counting analysis
CHEMBL1077168,615510,Ki,=,2.63,nM,COc1cccc(OCCNCC2COC(O2)(c3ccccc3)c4ccccc4)c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1099772,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor expressed in human HeLa cells
CHEMBL1242912,702146,Ki,=,2.63,nM,COc1ccccc1N2CCN(C[C@H]3CO[C@](CN4C(=O)CC5(CCCC5)CC4=O)(O3)c6ccccc6)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1246632,Displacement [3H]8-OH-DPAT of human cloned 5HT1A receptor expressed in human HeLa cells by rapid filtration technique
CHEMBL221920,367118,EC50,=,2.63,nM,C(COc1cccc2CC3(CC3)Oc12)NCc4cncc(c4)C5=CCCC5,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL907461,Agonist activity at human 5HT1A receptor in HeLa cells assessed as stimulation of [35S]GTP-gamma-S binding
CHEMBL43146,66509,EC50,=,2.63,nM,FC1(CNCc2cccc(n2)c3occc3)CCN(CC1)C(=O)c4ccc(Cl)c(Cl)c4,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616051,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor
CHEMBL457751,514935,Ki,=,2.64,nM,CCCN(CCCc1c[nH]c2ccc(F)cc12)[C@H]3COc4c(F)ccc(C(=O)NC)c4C3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL984527,Displacement of [3H]8-OH-DPAT from human cloned 5HT1A receptor expressed in CHO cells
CHEMBL339501,219972,Ki,=,2.6919999999999997,nM,OC(CCN1CCN(CC1)c2cccc3cccnc23)c4csc5ccc(F)cc45,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1106423,Antagonist activity at 5HT1A
CHEMBL1788192,1151856,Ki,=,2.7,nM,CCCN(CC1CC1)[C@@H]2CCc3ccc4[nH]c(cc4c3C2)C(=O)N,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615442,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of bovine hippocampus.
CHEMBL3805099,2085586,EC50,=,2.7,nM,CNC(=O)c1cc(OCCCCN2CCN(CC2)c3nsc4ccccc34)ccc1F,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3806801,Agonistic activity at human 5-HT1A receptor measured after 60 mins by Ultra Lance cAMP assay
CHEMBL1258881,707895,Ki,=,2.71,nM,Fc1ccc2c(cccc2c1)N3CCN(CCCCOc4cc5C(=O)NCc5cc4F)CC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1260561,Binding affinity to human 5HT1A receptor expressed in HeLa cells by scintillation proximity assay
CHEMBL3913541,2122912,Ki,=,2.72,nM,COc1ccc(Br)c(CC2CCN(CCc3ccccc3)CC2)c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3871864,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in CHOK1 cells after 30 mins by liquid scintillation counting analysis
CHEMBL42545,66722,EC50,=,2.7539999999999996,nM,Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c3ccc(F)c(Cl)c3)nc1c4cc[nH]n4,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616051,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor
CHEMBL328292,145342,Ki,=,2.799,nM,COc1ccccc1N2CCN(CCCN3CCCn4c3nc5N(C)C(=O)N(C)C(=O)c45)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3061735,Binding affinity to 5-HT1A (unknown origin)
CHEMBL1097181,627986,IC50,=,2.8,nM,COc1cc(N2CCN(CC2)C3CCN(CC3)c4ccc(F)c5c(C)cc(C)nc45)c6ncccc6c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1110096,Antagonist activity at human 5HT1A receptor expressed in CHO cells assessed as blockade of 8-OH-DPAT-induced inhibition of forskolin-stimulated increase in cAMP level
CHEMBL111021,181563,Ki,=,2.8,nM,OC(COc1ccc(F)c2CCCOc12)CN3CCC4(CC3)OCc5c4ccc6ccccc56,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616120,Displacement of specific [3H]- 5-HT binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells
CHEMBL129661,212452,Ki,=,2.8,nM,COc1ccc2ccc(cc2c1)N3CCNCC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616133,Receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor in HeLa cells
CHEMBL1788324,1151988,Ki,=,2.8,nM,CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@H]2CCc3ccc4[nH]c(cc4c3C2)C#N,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615442,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of bovine hippocampus.
CHEMBL198696,333420,Ki,=,2.8,nM,CN1CCc2c(C1)sc3N=CN(CCN4CCN(CC4)c5ccccc5Cl)C(=O)c23,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL859776,Displacement of [35S]GTP-gamma-S from human recombinant 5HT1A receptor
CHEMBL3330610,1789608,Ki,=,2.8,nM,CN1C(=O)C=NN(CCCCN2CCN(CC2)c3cccc(O)c3)C1=O,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3387900,Displacement of [3H]8-OH-DPAT from 5HT1AR (unknown origin) by competition binding assay
CHEMBL512893,448839,Ki,=,2.8,nM,FC(F)(F)c1nc2c(cccc2[nH]1)N3CCN(CCOc4cccc5NC(=S)Nc45)CC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL963641,Binding affinity to human 5HT1A receptor
CHEMBL560170,558286,Ki,=,2.8,nM,C[C@@H]1CN(CCN1C[C@H]2COc3ccc4nc(C)ccc4c3O2)c5ccc6cc(ccc6n5)C#N,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1060393,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in CHO cells
CHEMBL383446,341128,Ki,=,2.81,nM,CC(C)N1CC(CNCCc2c[nH]c3ccc(F)cc23)Oc4ccccc14,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL867695,Displacement of [3H]8-OH-DPAT from 5HT1A receptor expressed in CHO cells
CHEMBL82215,130190,EC50,=,2.818,nM,O=C(CCCN1CCN(CC1)c2cccc3OCCOc23)c4ccccc4,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616050,Compound was tested for its potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 2)
CHEMBL384657,367117,EC50,=,2.884,nM,CC1(C)Cc2cccc(OCCNCc3cncc(c3)C4=CCCC4)c2O1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL907461,Agonist activity at human 5HT1A receptor in HeLa cells assessed as stimulation of [35S]GTP-gamma-S binding
CHEMBL158283,266776,Ki,=,2.9,nM,COc1cccc2CC[C@@H](NCC3CC3)[C@@H](CC=C)c12,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615458,In vivo binding affinity towards [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus.
CHEMBL197078,333396,Ki,=,2.9,nM,CN1CCc2c(C1)sc3N=CN(CCN4CCN(CC4)c5ccccc5C)C(=O)c23,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL859776,Displacement of [35S]GTP-gamma-S from human recombinant 5HT1A receptor
CHEMBL25074,32933,Ki,=,2.9,nM,CN1C[C@H](CC2[C@H]1Cc3c(Cl)[nH]c4cccc2c34)NC(=O)C(C)(C)C,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615451,"Binding affinity against 5-hydroxytryptamine 1A receptor from bovine hippocampus, used [3H]8-OH-DPAT as radioligand"
CHEMBL351782,267076,Ki,=,2.9,nM,CCCN[C@@H]1CCc2cccc(O)c2[C@@H]1CCC,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615458,In vivo binding affinity towards [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus.
CHEMBL3895540,2104911,Ki,=,2.9,nM,CN([C@@H]1CC[C@@H](CCN2CCN(CC2)c3nsc4ccccc34)CC1)S(=O)(=O)c5cccs5,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3872757,Displacement of [3H]8-OH-DPAT from recombinant human 5-HT1A receptor expressed in HEK293 cell membranes after 60 mins by scintillation counting method
